Copo,Name,Distribution Date,Amount
0105,Town of Stilwell,10-Jul-18,652.71
0105,Town of Stilwell,10-Aug-18,643.07
0105,Town of Stilwell,11-Sep-18,631.59
0105,Town of Stilwell,8-Oct-18,549.52
0105,Town of Stilwell,13-Nov-18,678.73
0105,Town of Stilwell,11-Dec-18,620.63
0105,Town of Stilwell,10-Jan-19,602.25
0105,Town of Stilwell,11-Feb-19,611.64
0105,Town of Stilwell,11-Mar-19,500.28
0105,Town of Stilwell,9-Apr-19,603.33
0105,Town of Stilwell,10-May-19,507.06
0105,Town of Stilwell,11-Jun-19,749.50
0110,Town of Watts,10-Jul-18,50.56
0110,Town of Watts,10-Aug-18,49.81
0110,Town of Watts,11-Sep-18,48.92
0110,Town of Watts,8-Oct-18,42.57
0110,Town of Watts,13-Nov-18,52.58
0110,Town of Watts,11-Dec-18,48.07
0110,Town of Watts,10-Jan-19,46.65
0110,Town of Watts,11-Feb-19,47.38
0110,Town of Watts,11-Mar-19,38.75
0110,Town of Watts,9-Apr-19,46.73
0110,Town of Watts,10-May-19,39.28
0110,Town of Watts,11-Jun-19,58.06
0115,Town of Westville,10-Jul-18,252.15
0115,Town of Westville,10-Aug-18,248.42
0115,Town of Westville,11-Sep-18,243.99
0115,Town of Westville,8-Oct-18,212.28
0115,Town of Westville,13-Nov-18,262.20
0115,Town of Westville,11-Dec-18,239.75
0115,Town of Westville,10-Jan-19,232.65
0115,Town of Westville,11-Feb-19,236.28
0115,Town of Westville,11-Mar-19,193.26
0115,Town of Westville,9-Apr-19,233.07
0115,Town of Westville,10-May-19,195.88
0115,Town of Westville,11-Jun-19,289.54
0205,Town of Aline,10-Jul-18,35.88
0205,Town of Aline,10-Aug-18,35.35
0205,Town of Aline,11-Sep-18,34.72
0205,Town of Aline,8-Oct-18,30.21
0205,Town of Aline,13-Nov-18,37.31
0205,Town of Aline,11-Dec-18,34.12
0205,Town of Aline,10-Jan-19,33.11
0205,Town of Aline,11-Feb-19,33.62
0205,Town of Aline,11-Mar-19,27.50
0205,Town of Aline,9-Apr-19,33.17
0205,Town of Aline,10-May-19,27.87
0205,Town of Aline,11-Jun-19,41.20
0210,Town of Amorita,10-Jul-18,6.52
0210,Town of Amorita,10-Aug-18,6.43
0210,Town of Amorita,11-Sep-18,6.31
0210,Town of Amorita,8-Oct-18,5.49
0210,Town of Amorita,13-Nov-18,6.78
0210,Town of Amorita,11-Dec-18,6.20
0210,Town of Amorita,10-Jan-19,6.02
0210,Town of Amorita,11-Feb-19,6.11
0210,Town of Amorita,11-Mar-19,5.00
0210,Town of Amorita,9-Apr-19,6.03
0210,Town of Amorita,10-May-19,5.07
0210,Town of Amorita,11-Jun-19,7.49
0215,Town of Burlington,10-Jul-18,26.26
0215,Town of Burlington,10-Aug-18,25.87
0215,Town of Burlington,11-Sep-18,25.41
0215,Town of Burlington,8-Oct-18,22.11
0215,Town of Burlington,13-Nov-18,27.31
0215,Town of Burlington,11-Dec-18,24.97
0215,Town of Burlington,10-Jan-19,24.23
0215,Town of Burlington,11-Feb-19,24.61
0215,Town of Burlington,11-Mar-19,20.13
0215,Town of Burlington,9-Apr-19,24.27
0215,Town of Burlington,10-May-19,20.40
0215,Town of Burlington,11-Jun-19,30.15
0220,Town of Byron,10-Jul-18,6.20
0220,Town of Byron,10-Aug-18,6.11
0220,Town of Byron,11-Sep-18,6.00
0220,Town of Byron,8-Oct-18,5.22
0220,Town of Byron,13-Nov-18,6.44
0220,Town of Byron,11-Dec-18,5.89
0220,Town of Byron,10-Jan-19,5.72
0220,Town of Byron,11-Feb-19,5.81
0220,Town of Byron,11-Mar-19,4.75
0220,Town of Byron,9-Apr-19,5.73
0220,Town of Byron,10-May-19,4.81
0220,Town of Byron,11-Jun-19,7.12
0225,Town of Carmen,10-Jul-18,61.16
0225,Town of Carmen,10-Aug-18,60.26
0225,Town of Carmen,11-Sep-18,59.18
0225,Town of Carmen,8-Oct-18,51.49
0225,Town of Carmen,13-Nov-18,63.60
0225,Town of Carmen,11-Dec-18,58.15
0225,Town of Carmen,10-Jan-19,56.43
0225,Town of Carmen,11-Feb-19,57.31
0225,Town of Carmen,11-Mar-19,46.88
0225,Town of Carmen,9-Apr-19,56.53
0225,Town of Carmen,10-May-19,47.51
0225,Town of Carmen,11-Jun-19,70.23
0230,City of Cherokee,10-Jul-18,254.11
0230,City of Cherokee,10-Aug-18,250.35
0230,City of Cherokee,11-Sep-18,245.88
0230,City of Cherokee,8-Oct-18,213.93
0230,City of Cherokee,13-Nov-18,264.23
0230,City of Cherokee,11-Dec-18,241.61
0230,City of Cherokee,10-Jan-19,234.46
0230,City of Cherokee,11-Feb-19,238.11
0230,City of Cherokee,11-Mar-19,194.76
0230,City of Cherokee,9-Apr-19,234.88
0230,City of Cherokee,10-May-19,197.40
0230,City of Cherokee,11-Jun-19,291.78
0235,Town of Goltry,10-Jul-18,42.57
0235,Town of Goltry,10-Aug-18,41.94
0235,Town of Goltry,11-Sep-18,41.19
0235,Town of Goltry,8-Oct-18,35.84
0235,Town of Goltry,13-Nov-18,44.27
0235,Town of Goltry,11-Dec-18,40.48
0235,Town of Goltry,10-Jan-19,39.28
0235,Town of Goltry,11-Feb-19,39.89
0235,Town of Goltry,11-Mar-19,32.63
0235,Town of Goltry,9-Apr-19,39.35
0235,Town of Goltry,10-May-19,33.07
0235,Town of Goltry,11-Jun-19,48.88
0240,Town of Helena,10-Jul-18,233.07
0240,Town of Helena,10-Aug-18,229.62
0240,Town of Helena,11-Sep-18,225.52
0240,Town of Helena,8-Oct-18,196.22
0240,Town of Helena,13-Nov-18,242.36
0240,Town of Helena,11-Dec-18,221.61
0240,Town of Helena,10-Jan-19,215.05
0240,Town of Helena,11-Feb-19,218.40
0240,Town of Helena,11-Mar-19,178.64
0240,Town of Helena,9-Apr-19,215.43
0240,Town of Helena,10-May-19,181.06
0240,Town of Helena,11-Jun-19,267.62
0250,Town of Jet,10-Jul-18,37.02
0250,Town of Jet,10-Aug-18,36.48
0250,Town of Jet,11-Sep-18,35.82
0250,Town of Jet,8-Oct-18,31.17
0250,Town of Jet,13-Nov-18,38.50
0250,Town of Jet,11-Dec-18,35.20
0250,Town of Jet,10-Jan-19,34.16
0250,Town of Jet,11-Feb-19,34.69
0250,Town of Jet,11-Mar-19,28.38
0250,Town of Jet,9-Apr-19,34.22
0250,Town of Jet,10-May-19,28.76
0250,Town of Jet,11-Jun-19,42.51
0255,Town of Lambert,10-Jul-18,0.98
0255,Town of Lambert,10-Aug-18,0.96
0255,Town of Lambert,11-Sep-18,0.95
0255,Town of Lambert,8-Oct-18,0.82
0255,Town of Lambert,13-Nov-18,1.02
0255,Town of Lambert,11-Dec-18,0.93
0255,Town of Lambert,10-Jan-19,0.90
0255,Town of Lambert,11-Feb-19,0.92
0255,Town of Lambert,11-Mar-19,0.75
0255,Town of Lambert,9-Apr-19,0.90
0255,Town of Lambert,10-May-19,0.76
0255,Town of Lambert,11-Jun-19,1.12
0305,City of Atoka,10-Jul-18,504.13
0305,City of Atoka,10-Aug-18,496.69
0305,City of Atoka,11-Sep-18,487.82
0305,City of Atoka,8-Oct-18,424.43
0305,City of Atoka,13-Nov-18,524.23
0305,City of Atoka,11-Dec-18,479.35
0305,City of Atoka,10-Jan-19,465.16
0305,City of Atoka,11-Feb-19,472.41
0305,City of Atoka,11-Mar-19,386.40
0305,City of Atoka,9-Apr-19,465.99
0305,City of Atoka,10-May-19,391.64
0305,City of Atoka,11-Jun-19,578.89
0310,Town of Caney,10-Jul-18,32.46
0310,Town of Caney,10-Aug-18,31.98
0310,Town of Caney,11-Sep-18,31.41
0310,Town of Caney,8-Oct-18,27.32
0310,Town of Caney,13-Nov-18,33.75
0310,Town of Caney,11-Dec-18,30.86
0310,Town of Caney,10-Jan-19,29.95
0310,Town of Caney,11-Feb-19,30.41
0310,Town of Caney,11-Mar-19,24.88
0310,Town of Caney,9-Apr-19,30.00
0310,Town of Caney,10-May-19,25.21
0310,Town of Caney,11-Jun-19,37.27
0315,Town of Stringtown,10-Jul-18,65.89
0315,Town of Stringtown,10-Aug-18,64.92
0315,Town of Stringtown,11-Sep-18,63.76
0315,Town of Stringtown,8-Oct-18,55.47
0315,Town of Stringtown,13-Nov-18,68.52
0315,Town of Stringtown,11-Dec-18,62.65
0315,Town of Stringtown,10-Jan-19,60.80
0315,Town of Stringtown,11-Feb-19,61.74
0315,Town of Stringtown,11-Mar-19,50.50
0315,Town of Stringtown,9-Apr-19,60.91
0315,Town of Stringtown,10-May-19,51.19
0315,Town of Stringtown,11-Jun-19,75.66
0320,Town of Tushka,10-Jul-18,49.74
0320,Town of Tushka,10-Aug-18,49.01
0320,Town of Tushka,11-Sep-18,48.13
0320,Town of Tushka,8-Oct-18,41.88
0320,Town of Tushka,13-Nov-18,51.73
0320,Town of Tushka,11-Dec-18,47.30
0320,Town of Tushka,10-Jan-19,45.90
0320,Town of Tushka,11-Feb-19,46.61
0320,Town of Tushka,11-Mar-19,38.13
0320,Town of Tushka,9-Apr-19,45.98
0320,Town of Tushka,10-May-19,38.64
0320,Town of Tushka,11-Jun-19,57.12
0405,Town of Beaver,10-Jul-18,229.31
0405,Town of Beaver,10-Aug-18,225.93
0405,Town of Beaver,11-Sep-18,221.89
0405,Town of Beaver,8-Oct-18,193.06
0405,Town of Beaver,13-Nov-18,238.46
0405,Town of Beaver,11-Dec-18,218.04
0405,Town of Beaver,10-Jan-19,211.59
0405,Town of Beaver,11-Feb-19,214.88
0405,Town of Beaver,11-Mar-19,175.76
0405,Town of Beaver,9-Apr-19,211.97
0405,Town of Beaver,10-May-19,178.14
0405,Town of Beaver,11-Jun-19,263.32
0410,Town of Forgan,10-Jul-18,84.97
0410,Town of Forgan,10-Aug-18,83.72
0410,Town of Forgan,11-Sep-18,82.22
0410,Town of Forgan,8-Oct-18,71.54
0410,Town of Forgan,13-Nov-18,88.36
0410,Town of Forgan,11-Dec-18,80.80
0410,Town of Forgan,10-Jan-19,78.40
0410,Town of Forgan,11-Feb-19,79.63
0410,Town of Forgan,11-Mar-19,65.13
0410,Town of Forgan,9-Apr-19,78.54
0410,Town of Forgan,10-May-19,66.01
0410,Town of Forgan,11-Jun-19,97.57
0415,Town of Gate,10-Jul-18,14.19
0415,Town of Gate,10-Aug-18,13.98
0415,Town of Gate,11-Sep-18,13.73
0415,Town of Gate,8-Oct-18,11.95
0415,Town of Gate,13-Nov-18,14.76
0415,Town of Gate,11-Dec-18,13.49
0415,Town of Gate,10-Jan-19,13.09
0415,Town of Gate,11-Feb-19,13.30
0415,Town of Gate,11-Mar-19,10.88
0415,Town of Gate,9-Apr-19,13.12
0415,Town of Gate,10-May-19,11.02
0415,Town of Gate,11-Jun-19,16.29
0420,Town of Knowles,10-Jul-18,1.63
0420,Town of Knowles,10-Aug-18,1.61
0420,Town of Knowles,11-Sep-18,1.58
0420,Town of Knowles,8-Oct-18,1.37
0420,Town of Knowles,13-Nov-18,1.70
0420,Town of Knowles,11-Dec-18,1.55
0420,Town of Knowles,10-Jan-19,1.50
0420,Town of Knowles,11-Feb-19,1.53
0420,Town of Knowles,11-Mar-19,1.25
0420,Town of Knowles,9-Apr-19,1.51
0420,Town of Knowles,10-May-19,1.27
0420,Town of Knowles,11-Jun-19,1.87
0505,Town of Carter,10-Jul-18,39.31
0505,Town of Carter,10-Aug-18,38.73
0505,Town of Carter,11-Sep-18,38.03
0505,Town of Carter,8-Oct-18,33.09
0505,Town of Carter,13-Nov-18,40.87
0505,Town of Carter,11-Dec-18,37.37
0505,Town of Carter,10-Jan-19,36.27
0505,Town of Carter,11-Feb-19,36.83
0505,Town of Carter,11-Mar-19,30.13
0505,Town of Carter,9-Apr-19,36.33
0505,Town of Carter,10-May-19,30.54
0505,Town of Carter,11-Jun-19,45.13
0510,City of Elk City,10-Jul-18,"1,884.59"
0510,City of Elk City,10-Aug-18,"1,856.75"
0510,City of Elk City,11-Sep-18,"1,823.59"
0510,City of Elk City,8-Oct-18,"1,586.62"
0510,City of Elk City,13-Nov-18,"1,959.71"
0510,City of Elk City,11-Dec-18,"1,791.94"
0510,City of Elk City,10-Jan-19,"1,738.88"
0510,City of Elk City,11-Feb-19,"1,765.99"
0510,City of Elk City,11-Mar-19,"1,444.47"
0510,City of Elk City,9-Apr-19,"1,742.01"
0510,City of Elk City,10-May-19,"1,464.04"
0510,City of Elk City,11-Jun-19,"2,164.03"
0515,City of Erick,10-Jul-18,163.10
0515,City of Erick,10-Aug-18,160.69
0515,City of Erick,11-Sep-18,157.82
0515,City of Erick,8-Oct-18,137.31
0515,City of Erick,13-Nov-18,169.60
0515,City of Erick,11-Dec-18,155.08
0515,City of Erick,10-Jan-19,150.49
0515,City of Erick,11-Feb-19,152.83
0515,City of Erick,11-Mar-19,125.01
0515,City of Erick,9-Apr-19,150.76
0515,City of Erick,10-May-19,126.70
0515,City of Erick,11-Jun-19,187.28
0520,City of Sayre,10-Jul-18,732.31
0520,City of Sayre,10-Aug-18,721.49
0520,City of Sayre,11-Sep-18,708.60
0520,City of Sayre,8-Oct-18,616.52
0520,City of Sayre,13-Nov-18,761.50
0520,City of Sayre,11-Dec-18,696.31
0520,City of Sayre,10-Jan-19,675.69
0520,City of Sayre,11-Feb-19,686.22
0520,City of Sayre,11-Mar-19,561.29
0520,City of Sayre,9-Apr-19,676.90
0520,City of Sayre,10-May-19,568.89
0520,City of Sayre,11-Jun-19,840.89
0525,Town of Texola,10-Jul-18,5.55
0525,Town of Texola,10-Aug-18,5.46
0525,Town of Texola,11-Sep-18,5.37
0525,Town of Texola,8-Oct-18,4.67
0525,Town of Texola,13-Nov-18,5.77
0525,Town of Texola,11-Dec-18,5.27
0525,Town of Texola,10-Jan-19,5.12
0525,Town of Texola,11-Feb-19,5.20
0525,Town of Texola,11-Mar-19,4.25
0525,Town of Texola,9-Apr-19,5.13
0525,Town of Texola,10-May-19,4.31
0525,Town of Texola,11-Jun-19,6.37
0530,Town of Sweetwater,10-Jul-18,13.70
0530,Town of Sweetwater,10-Aug-18,13.50
0530,Town of Sweetwater,11-Sep-18,13.26
0530,Town of Sweetwater,8-Oct-18,11.53
0530,Town of Sweetwater,13-Nov-18,14.25
0530,Town of Sweetwater,11-Dec-18,13.03
0530,Town of Sweetwater,10-Jan-19,12.64
0530,Town of Sweetwater,11-Feb-19,12.84
0530,Town of Sweetwater,11-Mar-19,10.50
0530,Town of Sweetwater,9-Apr-19,12.66
0530,Town of Sweetwater,10-May-19,10.64
0530,Town of Sweetwater,11-Jun-19,15.73
0605,Town of Canton,10-Jul-18,97.53
0605,Town of Canton,10-Aug-18,96.09
0605,Town of Canton,11-Sep-18,94.38
0605,Town of Canton,8-Oct-18,82.11
0605,Town of Canton,13-Nov-18,101.42
0605,Town of Canton,11-Dec-18,92.74
0605,Town of Canton,10-Jan-19,89.99
0605,Town of Canton,11-Feb-19,91.39
0605,Town of Canton,11-Mar-19,74.76
0605,Town of Canton,9-Apr-19,90.15
0605,Town of Canton,10-May-19,75.77
0605,Town of Canton,11-Jun-19,111.99
0610,City of Geary,10-Jul-18,207.62
0610,City of Geary,10-Aug-18,204.56
0610,City of Geary,11-Sep-18,200.90
0610,City of Geary,8-Oct-18,174.80
0610,City of Geary,13-Nov-18,215.90
0610,City of Geary,11-Dec-18,197.42
0610,City of Geary,10-Jan-19,191.57
0610,City of Geary,11-Feb-19,194.56
0610,City of Geary,11-Mar-19,159.14
0610,City of Geary,9-Apr-19,191.91
0610,City of Geary,10-May-19,161.29
0610,City of Geary,11-Jun-19,238.41
0615,Town of Greenfield,10-Jul-18,14.68
0615,Town of Greenfield,10-Aug-18,14.46
0615,Town of Greenfield,11-Sep-18,14.20
0615,Town of Greenfield,8-Oct-18,12.36
0615,Town of Greenfield,13-Nov-18,15.26
0615,Town of Greenfield,11-Dec-18,13.96
0615,Town of Greenfield,10-Jan-19,13.54
0615,Town of Greenfield,11-Feb-19,13.76
0615,Town of Greenfield,11-Mar-19,11.25
0615,Town of Greenfield,9-Apr-19,13.57
0615,Town of Greenfield,10-May-19,11.40
0615,Town of Greenfield,11-Jun-19,16.86
0620,Town of Hitchcock,10-Jul-18,19.08
0620,Town of Hitchcock,10-Aug-18,18.80
0620,Town of Hitchcock,11-Sep-18,18.46
0620,Town of Hitchcock,8-Oct-18,16.07
0620,Town of Hitchcock,13-Nov-18,19.84
0620,Town of Hitchcock,11-Dec-18,18.14
0620,Town of Hitchcock,10-Jan-19,17.61
0620,Town of Hitchcock,11-Feb-19,17.88
0620,Town of Hitchcock,11-Mar-19,14.63
0620,Town of Hitchcock,9-Apr-19,17.64
0620,Town of Hitchcock,10-May-19,14.82
0620,Town of Hitchcock,11-Jun-19,21.91
0625,Town of Longdale,10-Jul-18,42.24
0625,Town of Longdale,10-Aug-18,41.62
0625,Town of Longdale,11-Sep-18,40.87
0625,Town of Longdale,8-Oct-18,35.56
0625,Town of Longdale,13-Nov-18,43.93
0625,Town of Longdale,11-Dec-18,40.17
0625,Town of Longdale,10-Jan-19,38.98
0625,Town of Longdale,11-Feb-19,39.58
0625,Town of Longdale,11-Mar-19,32.38
0625,Town of Longdale,9-Apr-19,39.05
0625,Town of Longdale,10-May-19,32.82
0625,Town of Longdale,11-Jun-19,48.51
0630,Town of Okeene,10-Jul-18,188.21
0630,Town of Okeene,10-Aug-18,185.43
0630,Town of Okeene,11-Sep-18,182.12
0630,Town of Okeene,8-Oct-18,158.46
0630,Town of Okeene,13-Nov-18,195.72
0630,Town of Okeene,11-Dec-18,178.96
0630,Town of Okeene,10-Jan-19,173.66
0630,Town of Okeene,11-Feb-19,176.37
0630,Town of Okeene,11-Mar-19,144.26
0630,Town of Okeene,9-Apr-19,173.97
0630,Town of Okeene,10-May-19,146.21
0630,Town of Okeene,11-Jun-19,216.12
0635,City of Watonga,10-Jul-18,468.25
0635,City of Watonga,10-Aug-18,461.34
0635,City of Watonga,11-Sep-18,453.10
0635,City of Watonga,8-Oct-18,394.22
0635,City of Watonga,13-Nov-18,486.92
0635,City of Watonga,11-Dec-18,445.23
0635,City of Watonga,10-Jan-19,432.05
0635,City of Watonga,11-Feb-19,438.79
0635,City of Watonga,11-Mar-19,358.90
0635,City of Watonga,9-Apr-19,432.83
0635,City of Watonga,10-May-19,363.76
0635,City of Watonga,11-Jun-19,537.68
0705,Town of Achille,10-Jul-18,85.79
0705,Town of Achille,10-Aug-18,84.52
0705,Town of Achille,11-Sep-18,83.01
0705,Town of Achille,8-Oct-18,72.23
0705,Town of Achille,13-Nov-18,89.21
0705,Town of Achille,11-Dec-18,81.57
0705,Town of Achille,10-Jan-19,79.16
0705,Town of Achille,11-Feb-19,80.39
0705,Town of Achille,11-Mar-19,65.75
0705,Town of Achille,9-Apr-19,79.30
0705,Town of Achille,10-May-19,66.65
0705,Town of Achille,11-Jun-19,98.51
0707,City of Armstrong,10-Jul-18,18.43
0707,City of Armstrong,10-Aug-18,18.16
0707,City of Armstrong,11-Sep-18,17.83
0707,City of Armstrong,8-Oct-18,15.52
0707,City of Armstrong,13-Nov-18,19.16
0707,City of Armstrong,11-Dec-18,17.52
0707,City of Armstrong,10-Jan-19,17.01
0707,City of Armstrong,11-Feb-19,17.27
0707,City of Armstrong,11-Mar-19,14.13
0707,City of Armstrong,9-Apr-19,17.04
0707,City of Armstrong,10-May-19,14.32
0707,City of Armstrong,11-Jun-19,21.16
0710,Town of Bennington,10-Jul-18,58.39
0710,Town of Bennington,10-Aug-18,57.53
0710,Town of Bennington,11-Sep-18,56.50
0710,Town of Bennington,8-Oct-18,49.16
0710,Town of Bennington,13-Nov-18,60.72
0710,Town of Bennington,11-Dec-18,55.52
0710,Town of Bennington,10-Jan-19,53.87
0710,Town of Bennington,11-Feb-19,54.71
0710,Town of Bennington,11-Mar-19,44.75
0710,Town of Bennington,9-Apr-19,53.97
0710,Town of Bennington,10-May-19,45.36
0710,Town of Bennington,11-Jun-19,67.05
0715,Town of Bokchito,10-Jul-18,109.60
0715,Town of Bokchito,10-Aug-18,107.98
0715,Town of Bokchito,11-Sep-18,106.05
0715,Town of Bokchito,8-Oct-18,92.27
0715,Town of Bokchito,13-Nov-18,113.97
0715,Town of Bokchito,11-Dec-18,104.21
0715,Town of Bokchito,10-Jan-19,101.13
0715,Town of Bokchito,11-Feb-19,102.70
0715,Town of Bokchito,11-Mar-19,84.01
0715,Town of Bokchito,9-Apr-19,101.31
0715,Town of Bokchito,10-May-19,85.14
0715,Town of Bokchito,11-Jun-19,125.85
0720,Town of Caddo,10-Jul-18,174.19
0720,Town of Caddo,10-Aug-18,171.61
0720,Town of Caddo,11-Sep-18,168.55
0720,Town of Caddo,8-Oct-18,146.65
0720,Town of Caddo,13-Nov-18,181.13
0720,Town of Caddo,11-Dec-18,165.62
0720,Town of Caddo,10-Jan-19,160.72
0720,Town of Caddo,11-Feb-19,163.23
0720,Town of Caddo,11-Mar-19,133.51
0720,Town of Caddo,9-Apr-19,161.01
0720,Town of Caddo,10-May-19,135.32
0720,Town of Caddo,11-Jun-19,200.02
0725,Town of Calera,10-Jul-18,377.73
0725,Town of Calera,10-Aug-18,372.15
0725,Town of Calera,11-Sep-18,365.51
0725,Town of Calera,8-Oct-18,318.01
0725,Town of Calera,13-Nov-18,392.79
0725,Town of Calera,11-Dec-18,359.16
0725,Town of Calera,10-Jan-19,348.53
0725,Town of Calera,11-Feb-19,353.96
0725,Town of Calera,11-Mar-19,289.52
0725,Town of Calera,9-Apr-19,349.16
0725,Town of Calera,10-May-19,293.44
0725,Town of Calera,11-Jun-19,433.74
0730,Town of Colbert,10-Jul-18,198.98
0730,Town of Colbert,10-Aug-18,196.04
0730,Town of Colbert,11-Sep-18,192.54
0730,Town of Colbert,8-Oct-18,167.52
0730,Town of Colbert,13-Nov-18,206.91
0730,Town of Colbert,11-Dec-18,189.20
0730,Town of Colbert,10-Jan-19,183.59
0730,Town of Colbert,11-Feb-19,186.46
0730,Town of Colbert,11-Mar-19,152.51
0730,Town of Colbert,9-Apr-19,183.92
0730,Town of Colbert,10-May-19,154.58
0730,Town of Colbert,11-Jun-19,228.48
0735,City of Durant,10-Jul-18,"2,897.26"
0735,City of Durant,10-Aug-18,"2,854.46"
0735,City of Durant,11-Sep-18,"2,803.48"
0735,City of Durant,8-Oct-18,"2,439.19"
0735,City of Durant,13-Nov-18,"3,012.74"
0735,City of Durant,11-Dec-18,"2,754.83"
0735,City of Durant,10-Jan-19,"2,673.26"
0735,City of Durant,11-Feb-19,"2,714.94"
0735,City of Durant,11-Mar-19,"2,220.65"
0735,City of Durant,9-Apr-19,"2,678.06"
0735,City of Durant,10-May-19,"2,250.74"
0735,City of Durant,11-Jun-19,"3,326.86"
0736,Town of Hendrix,10-Jul-18,13.54
0736,Town of Hendrix,10-Aug-18,13.34
0736,Town of Hendrix,11-Sep-18,13.10
0736,Town of Hendrix,8-Oct-18,11.40
0736,Town of Hendrix,13-Nov-18,14.08
0736,Town of Hendrix,11-Dec-18,12.87
0736,Town of Hendrix,10-Jan-19,12.49
0736,Town of Hendrix,11-Feb-19,12.69
0736,Town of Hendrix,11-Mar-19,10.38
0736,Town of Hendrix,9-Apr-19,12.51
0736,Town of Hendrix,10-May-19,10.52
0736,Town of Hendrix,11-Jun-19,15.54
0740,Town of Kemp,10-Jul-18,23.00
0740,Town of Kemp,10-Aug-18,22.66
0740,Town of Kemp,11-Sep-18,22.25
0740,Town of Kemp,8-Oct-18,19.36
0740,Town of Kemp,13-Nov-18,23.91
0740,Town of Kemp,11-Dec-18,21.87
0740,Town of Kemp,10-Jan-19,21.22
0740,Town of Kemp,11-Feb-19,21.55
0740,Town of Kemp,11-Mar-19,17.63
0740,Town of Kemp,9-Apr-19,21.26
0740,Town of Kemp,10-May-19,17.86
0740,Town of Kemp,11-Jun-19,26.41
0745,Town of Kenefic,10-Jul-18,34.58
0745,Town of Kenefic,10-Aug-18,34.07
0745,Town of Kenefic,11-Sep-18,33.46
0745,Town of Kenefic,8-Oct-18,29.11
0745,Town of Kenefic,13-Nov-18,35.95
0745,Town of Kenefic,11-Dec-18,32.88
0745,Town of Kenefic,10-Jan-19,31.90
0745,Town of Kenefic,11-Feb-19,32.40
0745,Town of Kenefic,11-Mar-19,26.50
0745,Town of Kenefic,9-Apr-19,31.96
0745,Town of Kenefic,10-May-19,26.86
0745,Town of Kenefic,11-Jun-19,39.70
0746,Town of Mead,10-Jul-18,21.37
0746,Town of Mead,10-Aug-18,21.05
0746,Town of Mead,11-Sep-18,20.67
0746,Town of Mead,8-Oct-18,17.99
0746,Town of Mead,13-Nov-18,22.22
0746,Town of Mead,11-Dec-18,20.32
0746,Town of Mead,10-Jan-19,19.71
0746,Town of Mead,11-Feb-19,20.02
0746,Town of Mead,11-Mar-19,16.38
0746,Town of Mead,9-Apr-19,19.75
0746,Town of Mead,10-May-19,16.60
0746,Town of Mead,11-Jun-19,24.53
0750,Town of Silo,10-Jul-18,58.55
0750,Town of Silo,10-Aug-18,57.69
0750,Town of Silo,11-Sep-18,56.66
0750,Town of Silo,8-Oct-18,49.29
0750,Town of Silo,13-Nov-18,60.89
0750,Town of Silo,11-Dec-18,55.67
0750,Town of Silo,10-Jan-19,54.03
0750,Town of Silo,11-Feb-19,54.87
0750,Town of Silo,11-Mar-19,44.88
0750,Town of Silo,9-Apr-19,54.12
0750,Town of Silo,10-May-19,45.49
0750,Town of Silo,11-Jun-19,67.23
0805,City of Anadarko,10-Jul-18,"1,080.03"
0805,City of Anadarko,10-Aug-18,"1,064.08"
0805,City of Anadarko,11-Sep-18,"1,045.07"
0805,City of Anadarko,8-Oct-18,909.27
0805,City of Anadarko,13-Nov-18,"1,123.08"
0805,City of Anadarko,11-Dec-18,"1,026.93"
0805,City of Anadarko,10-Jan-19,996.53
0805,City of Anadarko,11-Feb-19,"1,012.06"
0805,City of Anadarko,11-Mar-19,827.81
0805,City of Anadarko,9-Apr-19,998.32
0805,City of Anadarko,10-May-19,839.02
0805,City of Anadarko,11-Jun-19,"1,240.17"
0810,Town of Apache,10-Jul-18,230.95
0810,Town of Apache,10-Aug-18,227.53
0810,Town of Apache,11-Sep-18,223.47
0810,Town of Apache,8-Oct-18,194.43
0810,Town of Apache,13-Nov-18,240.15
0810,Town of Apache,11-Dec-18,219.59
0810,Town of Apache,10-Jan-19,213.09
0810,Town of Apache,11-Feb-19,216.41
0810,Town of Apache,11-Mar-19,177.01
0810,Town of Apache,9-Apr-19,213.47
0810,Town of Apache,10-May-19,179.41
0810,Town of Apache,11-Jun-19,265.19
0815,Town of Binger,10-Jul-18,105.36
0815,Town of Binger,10-Aug-18,103.80
0815,Town of Binger,11-Sep-18,101.95
0815,Town of Binger,8-Oct-18,88.70
0815,Town of Binger,13-Nov-18,109.56
0815,Town of Binger,11-Dec-18,100.18
0815,Town of Binger,10-Jan-19,97.21
0815,Town of Binger,11-Feb-19,98.73
0815,Town of Binger,11-Mar-19,80.76
0815,Town of Binger,9-Apr-19,97.39
0815,Town of Binger,10-May-19,81.85
0815,Town of Binger,11-Jun-19,120.98
0820,City of Bridgeport,10-Jul-18,17.78
0820,City of Bridgeport,10-Aug-18,17.51
0820,City of Bridgeport,11-Sep-18,17.20
0820,City of Bridgeport,8-Oct-18,14.97
0820,City of Bridgeport,13-Nov-18,18.49
0820,City of Bridgeport,11-Dec-18,16.90
0820,City of Bridgeport,10-Jan-19,16.40
0820,City of Bridgeport,11-Feb-19,16.66
0820,City of Bridgeport,11-Mar-19,13.63
0820,City of Bridgeport,9-Apr-19,16.43
0820,City of Bridgeport,10-May-19,13.81
0820,City of Bridgeport,11-Jun-19,20.41
0825,Town of Carnegie,10-Jul-18,272.70
0825,Town of Carnegie,10-Aug-18,268.67
0825,Town of Carnegie,11-Sep-18,263.87
