Copo,Name,Distribution Date,Amount
6320,Town of Macomb,10-Jul-18,5.22
6320,Town of Macomb,10-Aug-18,5.14
6320,Town of Macomb,11-Sep-18,5.05
6320,Town of Macomb,8-Oct-18,4.39
6320,Town of Macomb,13-Nov-18,5.43
6320,Town of Macomb,11-Dec-18,4.96
6320,Town of Macomb,10-Jan-19,4.82
6320,Town of Macomb,11-Feb-19,4.89
6320,Town of Macomb,11-Mar-19,4.00
6320,Town of Macomb,9-Apr-19,4.82
6320,Town of Macomb,10-May-19,4.05
6320,Town of Macomb,11-Jun-19,5.99
6325,City of Maud,10-Jul-18,173.54
6325,City of Maud,10-Aug-18,170.97
6325,City of Maud,11-Sep-18,167.92
6325,City of Maud,8-Oct-18,146.10
6325,City of Maud,13-Nov-18,180.45
6325,City of Maud,11-Dec-18,165.00
6325,City of Maud,10-Jan-19,160.12
6325,City of Maud,11-Feb-19,162.61
6325,City of Maud,11-Mar-19,133.01
6325,City of Maud,9-Apr-19,160.41
6325,City of Maud,10-May-19,134.81
6325,City of Maud,11-Jun-19,199.27
6326,Town of Pink,10-Jul-18,348.54
6326,Town of Pink,10-Aug-18,343.39
6326,Town of Pink,11-Sep-18,337.26
6326,Town of Pink,8-Oct-18,293.43
6326,Town of Pink,13-Nov-18,362.43
6326,Town of Pink,11-Dec-18,331.40
6326,Town of Pink,10-Jan-19,321.59
6326,Town of Pink,11-Feb-19,326.61
6326,Town of Pink,11-Mar-19,267.14
6326,Town of Pink,9-Apr-19,322.17
6326,Town of Pink,10-May-19,270.76
6326,Town of Pink,11-Jun-19,400.22
6330,Town of St Louis,10-Jul-18,25.77
6330,Town of St Louis,10-Aug-18,25.39
6330,Town of St Louis,11-Sep-18,24.94
6330,Town of St Louis,8-Oct-18,21.70
6330,Town of St Louis,13-Nov-18,26.80
6330,Town of St Louis,11-Dec-18,24.50
6330,Town of St Louis,10-Jan-19,23.78
6330,Town of St Louis,11-Feb-19,24.15
6330,Town of St Louis,11-Mar-19,19.75
6330,Town of St Louis,9-Apr-19,23.82
6330,Town of St Louis,10-May-19,20.02
6330,Town of St Louis,11-Jun-19,29.59
6335,City of Shawnee,10-Jul-18,"5,093.85"
6335,City of Shawnee,10-Aug-18,"5,018.61"
6335,City of Shawnee,11-Sep-18,"4,928.97"
6335,City of Shawnee,8-Oct-18,"4,288.49"
6335,City of Shawnee,13-Nov-18,"5,296.89"
6335,City of Shawnee,11-Dec-18,"4,843.43"
6335,City of Shawnee,10-Jan-19,"4,700.03"
6335,City of Shawnee,11-Feb-19,"4,773.30"
6335,City of Shawnee,11-Mar-19,"3,904.26"
6335,City of Shawnee,9-Apr-19,"4,708.47"
6335,City of Shawnee,10-May-19,"3,957.16"
6335,City of Shawnee,11-Jun-19,"5,849.16"
6340,City of Tecumseh,10-Jul-18,"1,077.75"
6340,City of Tecumseh,10-Aug-18,"1,061.83"
6340,City of Tecumseh,11-Sep-18,"1,042.86"
6340,City of Tecumseh,8-Oct-18,907.35
6340,City of Tecumseh,13-Nov-18,"1,120.71"
6340,City of Tecumseh,11-Dec-18,"1,024.76"
6340,City of Tecumseh,10-Jan-19,994.42
6340,City of Tecumseh,11-Feb-19,"1,009.92"
6340,City of Tecumseh,11-Mar-19,826.06
6340,City of Tecumseh,9-Apr-19,996.21
6340,City of Tecumseh,10-May-19,837.25
6340,City of Tecumseh,11-Jun-19,"1,237.55"
6341,Town of Tribbey,10-Jul-18,67.20
6341,Town of Tribbey,10-Aug-18,66.20
6341,Town of Tribbey,11-Sep-18,65.02
6341,Town of Tribbey,8-Oct-18,56.57
6341,Town of Tribbey,13-Nov-18,69.87
6341,Town of Tribbey,11-Dec-18,63.89
6341,Town of Tribbey,10-Jan-19,62.00
6341,Town of Tribbey,11-Feb-19,62.97
6341,Town of Tribbey,11-Mar-19,51.50
6341,Town of Tribbey,9-Apr-19,62.11
6341,Town of Tribbey,10-May-19,52.20
6341,Town of Tribbey,11-Jun-19,77.16
6345,Town of Wanette,10-Jul-18,58.55
6345,Town of Wanette,10-Aug-18,57.69
6345,Town of Wanette,11-Sep-18,56.66
6345,Town of Wanette,8-Oct-18,49.29
6345,Town of Wanette,13-Nov-18,60.89
6345,Town of Wanette,11-Dec-18,55.67
6345,Town of Wanette,10-Jan-19,54.03
6345,Town of Wanette,11-Feb-19,54.87
6345,Town of Wanette,11-Mar-19,44.88
6345,Town of Wanette,9-Apr-19,54.12
6345,Town of Wanette,10-May-19,45.49
6345,Town of Wanette,11-Jun-19,67.23
6405,Town of Albion,10-Jul-18,16.64
6405,Town of Albion,10-Aug-18,16.39
6405,Town of Albion,11-Sep-18,16.10
6405,Town of Albion,8-Oct-18,14.01
6405,Town of Albion,13-Nov-18,17.30
6405,Town of Albion,11-Dec-18,15.82
6405,Town of Albion,10-Jan-19,15.35
6405,Town of Albion,11-Feb-19,15.59
6405,Town of Albion,11-Mar-19,12.75
6405,Town of Albion,9-Apr-19,15.38
6405,Town of Albion,10-May-19,12.92
6405,Town of Albion,11-Jun-19,19.10
6410,Town of Antlers,10-Jul-18,378.06
6410,Town of Antlers,10-Aug-18,372.47
6410,Town of Antlers,11-Sep-18,365.82
6410,Town of Antlers,8-Oct-18,318.29
6410,Town of Antlers,13-Nov-18,393.13
6410,Town of Antlers,11-Dec-18,359.47
6410,Town of Antlers,10-Jan-19,348.83
6410,Town of Antlers,11-Feb-19,354.27
6410,Town of Antlers,11-Mar-19,289.77
6410,Town of Antlers,9-Apr-19,349.46
6410,Town of Antlers,10-May-19,293.70
6410,Town of Antlers,11-Jun-19,434.12
6415,Town of Clayton,10-Jul-18,129.99
6415,Town of Clayton,10-Aug-18,128.07
6415,Town of Clayton,11-Sep-18,125.78
6415,Town of Clayton,8-Oct-18,109.44
6415,Town of Clayton,13-Nov-18,135.17
6415,Town of Clayton,11-Dec-18,123.60
6415,Town of Clayton,10-Jan-19,119.94
6415,Town of Clayton,11-Feb-19,121.81
6415,Town of Clayton,11-Mar-19,99.63
6415,Town of Clayton,9-Apr-19,120.15
6415,Town of Clayton,10-May-19,100.98
6415,Town of Clayton,11-Jun-19,149.26
6420,Town of Rattan,10-Jul-18,48.77
6420,Town of Rattan,10-Aug-18,48.05
6420,Town of Rattan,11-Sep-18,47.19
6420,Town of Rattan,8-Oct-18,41.06
6420,Town of Rattan,13-Nov-18,50.71
6420,Town of Rattan,11-Dec-18,46.37
6420,Town of Rattan,10-Jan-19,45.00
6420,Town of Rattan,11-Feb-19,45.70
6420,Town of Rattan,11-Mar-19,37.38
6420,Town of Rattan,9-Apr-19,45.08
6420,Town of Rattan,10-May-19,37.88
6420,Town of Rattan,11-Jun-19,56.00
6505,Town of Cheyenne,10-Jul-18,131.13
6505,Town of Cheyenne,10-Aug-18,129.19
6505,Town of Cheyenne,11-Sep-18,126.89
6505,Town of Cheyenne,8-Oct-18,110.40
6505,Town of Cheyenne,13-Nov-18,136.36
6505,Town of Cheyenne,11-Dec-18,124.68
6505,Town of Cheyenne,10-Jan-19,120.99
6505,Town of Cheyenne,11-Feb-19,122.88
6505,Town of Cheyenne,11-Mar-19,100.51
6505,Town of Cheyenne,9-Apr-19,121.21
6505,Town of Cheyenne,10-May-19,101.87
6505,Town of Cheyenne,11-Jun-19,150.57
6510,Town of Hammon,10-Jul-18,94.60
6510,Town of Hammon,10-Aug-18,93.20
6510,Town of Hammon,11-Sep-18,91.53
6510,Town of Hammon,8-Oct-18,79.64
6510,Town of Hammon,13-Nov-18,98.37
6510,Town of Hammon,11-Dec-18,89.95
6510,Town of Hammon,10-Jan-19,87.28
6510,Town of Hammon,11-Feb-19,88.64
6510,Town of Hammon,11-Mar-19,72.50
6510,Town of Hammon,9-Apr-19,87.44
6510,Town of Hammon,10-May-19,73.49
6510,Town of Hammon,11-Jun-19,108.62
6515,Town of Reydon,10-Jul-18,34.90
6515,Town of Reydon,10-Aug-18,34.39
6515,Town of Reydon,11-Sep-18,33.77
6515,Town of Reydon,8-Oct-18,29.38
6515,Town of Reydon,13-Nov-18,36.29
6515,Town of Reydon,11-Dec-18,33.19
6515,Town of Reydon,10-Jan-19,32.20
6515,Town of Reydon,11-Feb-19,32.71
6515,Town of Reydon,11-Mar-19,26.75
6515,Town of Reydon,9-Apr-19,32.26
6515,Town of Reydon,10-May-19,27.11
6515,Town of Reydon,11-Jun-19,40.08
6520,Town of Strong City,10-Jul-18,7.83
6520,Town of Strong City,10-Aug-18,7.71
6520,Town of Strong City,11-Sep-18,7.58
6520,Town of Strong City,8-Oct-18,6.59
6520,Town of Strong City,13-Nov-18,8.14
6520,Town of Strong City,11-Dec-18,7.44
6520,Town of Strong City,10-Jan-19,7.22
6520,Town of Strong City,11-Feb-19,7.34
6520,Town of Strong City,11-Mar-19,6.00
6520,Town of Strong City,9-Apr-19,7.24
6520,Town of Strong City,10-May-19,6.08
6520,Town of Strong City,11-Jun-19,8.99
6605,City of Catoosa,10-Jul-18,"1,145.59"
6605,City of Catoosa,10-Aug-18,"1,128.67"
6605,City of Catoosa,11-Sep-18,"1,108.51"
6605,City of Catoosa,8-Oct-18,964.47
6605,City of Catoosa,13-Nov-18,"1,191.26"
6605,City of Catoosa,11-Dec-18,"1,089.28"
6605,City of Catoosa,10-Jan-19,"1,057.02"
6605,City of Catoosa,11-Feb-19,"1,073.50"
6605,City of Catoosa,11-Mar-19,878.06
6605,City of Catoosa,9-Apr-19,"1,058.92"
6605,City of Catoosa,10-May-19,889.96
6605,City of Catoosa,11-Jun-19,"1,315.46"
6610,City of Chelsea,10-Jul-18,313.31
6610,City of Chelsea,10-Aug-18,308.68
6610,City of Chelsea,11-Sep-18,303.17
6610,City of Chelsea,8-Oct-18,263.77
6610,City of Chelsea,13-Nov-18,325.80
6610,City of Chelsea,11-Dec-18,297.91
6610,City of Chelsea,10-Jan-19,289.09
6610,City of Chelsea,11-Feb-19,293.59
6610,City of Chelsea,11-Mar-19,240.14
6610,City of Chelsea,9-Apr-19,289.61
6610,City of Chelsea,10-May-19,243.39
6610,City of Chelsea,11-Jun-19,359.77
6615,City of Claremore,10-Jul-18,"3,054.65"
6615,City of Claremore,10-Aug-18,"3,009.53"
6615,City of Claremore,11-Sep-18,"2,955.77"
6615,City of Claremore,8-Oct-18,"2,571.69"
6615,City of Claremore,13-Nov-18,"3,176.41"
6615,City of Claremore,11-Dec-18,"2,904.48"
6615,City of Claremore,10-Jan-19,"2,818.48"
6615,City of Claremore,11-Feb-19,"2,862.42"
6615,City of Claremore,11-Mar-19,"2,341.28"
6615,City of Claremore,9-Apr-19,"2,823.54"
6615,City of Claremore,10-May-19,"2,373.00"
6615,City of Claremore,11-Jun-19,"3,507.58"
6616,Town of Verdigris,10-Jul-18,733.12
6616,Town of Verdigris,10-Aug-18,722.29
6616,Town of Verdigris,11-Sep-18,709.39
6616,Town of Verdigris,8-Oct-18,617.21
6616,Town of Verdigris,13-Nov-18,762.34
6616,Town of Verdigris,11-Dec-18,697.08
6616,Town of Verdigris,10-Jan-19,676.44
6616,Town of Verdigris,11-Feb-19,686.99
6616,Town of Verdigris,11-Mar-19,561.91
6616,Town of Verdigris,9-Apr-19,677.66
6616,Town of Verdigris,10-May-19,569.53
6616,Town of Verdigris,11-Jun-19,841.83
6618,Town of Foyil,10-Jul-18,60.67
6618,Town of Foyil,10-Aug-18,59.78
6618,Town of Foyil,11-Sep-18,58.71
6618,Town of Foyil,8-Oct-18,51.08
6618,Town of Foyil,13-Nov-18,63.09
6618,Town of Foyil,11-Dec-18,57.69
6618,Town of Foyil,10-Jan-19,55.98
6618,Town of Foyil,11-Feb-19,56.85
6618,Town of Foyil,11-Mar-19,46.50
6618,Town of Foyil,9-Apr-19,56.08
6618,Town of Foyil,10-May-19,47.13
6618,Town of Foyil,11-Jun-19,69.67
6620,Town of Inola,10-Jul-18,297.82
6620,Town of Inola,10-Aug-18,293.42
6620,Town of Inola,11-Sep-18,288.18
6620,Town of Inola,8-Oct-18,250.73
6620,Town of Inola,13-Nov-18,309.69
6620,Town of Inola,11-Dec-18,283.17
6620,Town of Inola,10-Jan-19,274.79
6620,Town of Inola,11-Feb-19,279.07
6620,Town of Inola,11-Mar-19,228.27
6620,Town of Inola,9-Apr-19,275.28
6620,Town of Inola,10-May-19,231.36
6620,Town of Inola,11-Jun-19,341.97
6625,Town of Oolagah,10-Jul-18,190.50
6625,Town of Oolagah,10-Aug-18,187.68
6625,Town of Oolagah,11-Sep-18,184.33
6625,Town of Oolagah,8-Oct-18,160.38
6625,Town of Oolagah,13-Nov-18,198.09
6625,Town of Oolagah,11-Dec-18,181.13
6625,Town of Oolagah,10-Jan-19,175.77
6625,Town of Oolagah,11-Feb-19,178.51
6625,Town of Oolagah,11-Mar-19,146.01
6625,Town of Oolagah,9-Apr-19,176.09
6625,Town of Oolagah,10-May-19,147.99
6625,Town of Oolagah,11-Jun-19,218.74
6630,Town of Talala,10-Jul-18,44.69
6630,Town of Talala,10-Aug-18,44.03
6630,Town of Talala,11-Sep-18,43.24
6630,Town of Talala,8-Oct-18,37.62
6630,Town of Talala,13-Nov-18,46.47
6630,Town of Talala,11-Dec-18,42.49
6630,Town of Talala,10-Jan-19,41.23
6630,Town of Talala,11-Feb-19,41.88
6630,Town of Talala,11-Mar-19,34.25
6630,Town of Talala,9-Apr-19,41.31
6630,Town of Talala,10-May-19,34.72
6630,Town of Talala,11-Jun-19,51.31
6705,Town of Cromwell,10-Jul-18,45.83
6705,Town of Cromwell,10-Aug-18,45.15
6705,Town of Cromwell,11-Sep-18,44.35
6705,Town of Cromwell,8-Oct-18,38.58
6705,Town of Cromwell,13-Nov-18,47.66
6705,Town of Cromwell,11-Dec-18,43.58
6705,Town of Cromwell,10-Jan-19,42.29
6705,Town of Cromwell,11-Feb-19,42.95
6705,Town of Cromwell,11-Mar-19,35.13
6705,Town of Cromwell,9-Apr-19,42.36
6705,Town of Cromwell,10-May-19,35.60
6705,Town of Cromwell,11-Jun-19,52.63
6706,Town of Bowlegs,10-Jul-18,65.24
6706,Town of Bowlegs,10-Aug-18,64.28
6706,Town of Bowlegs,11-Sep-18,63.13
6706,Town of Bowlegs,8-Oct-18,54.92
6706,Town of Bowlegs,13-Nov-18,67.84
6706,Town of Bowlegs,11-Dec-18,62.03
6706,Town of Bowlegs,10-Jan-19,60.20
6706,Town of Bowlegs,11-Feb-19,61.13
6706,Town of Bowlegs,11-Mar-19,50.00
6706,Town of Bowlegs,9-Apr-19,60.30
6706,Town of Bowlegs,10-May-19,50.68
6706,Town of Bowlegs,11-Jun-19,74.91
6710,City of Konawa,10-Jul-18,202.24
6710,City of Konawa,10-Aug-18,199.25
6710,City of Konawa,11-Sep-18,195.69
6710,City of Konawa,8-Oct-18,170.27
6710,City of Konawa,13-Nov-18,210.30
6710,City of Konawa,11-Dec-18,192.30
6710,City of Konawa,10-Jan-19,186.60
6710,City of Konawa,11-Feb-19,189.51
6710,City of Konawa,11-Mar-19,155.01
6710,City of Konawa,9-Apr-19,186.94
6710,City of Konawa,10-May-19,157.11
6710,City of Konawa,11-Jun-19,232.23
6712,Town of Lima,10-Jul-18,8.32
6712,Town of Lima,10-Aug-18,8.20
6712,Town of Lima,11-Sep-18,8.05
6712,Town of Lima,8-Oct-18,7.00
6712,Town of Lima,13-Nov-18,8.65
6712,Town of Lima,11-Dec-18,7.91
6712,Town of Lima,10-Jan-19,7.67
6712,Town of Lima,11-Feb-19,7.79
6712,Town of Lima,11-Mar-19,6.38
6712,Town of Lima,9-Apr-19,7.69
6712,Town of Lima,10-May-19,6.46
6712,Town of Lima,11-Jun-19,9.55
6715,Town of Sasakwa,10-Jul-18,23.00
6715,Town of Sasakwa,10-Aug-18,22.66
6715,Town of Sasakwa,11-Sep-18,22.25
6715,Town of Sasakwa,8-Oct-18,19.36
6715,Town of Sasakwa,13-Nov-18,23.91
6715,Town of Sasakwa,11-Dec-18,21.87
6715,Town of Sasakwa,10-Jan-19,21.22
6715,Town of Sasakwa,11-Feb-19,21.55
6715,Town of Sasakwa,11-Mar-19,17.63
6715,Town of Sasakwa,9-Apr-19,21.26
6715,Town of Sasakwa,10-May-19,17.86
6715,Town of Sasakwa,11-Jun-19,26.41
6720,City of Seminole,10-Jul-18,"1,185.23"
6720,City of Seminole,10-Aug-18,"1,167.72"
6720,City of Seminole,11-Sep-18,"1,146.86"
6720,City of Seminole,8-Oct-18,997.84
6720,City of Seminole,13-Nov-18,"1,232.47"
6720,City of Seminole,11-Dec-18,"1,126.96"
6720,City of Seminole,10-Jan-19,"1,093.59"
6720,City of Seminole,11-Feb-19,"1,110.64"
6720,City of Seminole,11-Mar-19,908.44
6720,City of Seminole,9-Apr-19,"1,095.56"
6720,City of Seminole,10-May-19,920.74
6720,City of Seminole,11-Jun-19,"1,360.97"
6725,City of Wewoka,10-Jul-18,540.83
6725,City of Wewoka,10-Aug-18,532.84
6725,City of Wewoka,11-Sep-18,523.32
6725,City of Wewoka,8-Oct-18,455.32
6725,City of Wewoka,13-Nov-18,562.39
6725,City of Wewoka,11-Dec-18,514.24
6725,City of Wewoka,10-Jan-19,499.02
6725,City of Wewoka,11-Feb-19,506.80
6725,City of Wewoka,11-Mar-19,414.53
6725,City of Wewoka,9-Apr-19,499.91
6725,City of Wewoka,10-May-19,420.14
6725,City of Wewoka,11-Jun-19,621.02
6805,Town of Gans,10-Jul-18,49.26
6805,Town of Gans,10-Aug-18,48.53
6805,Town of Gans,11-Sep-18,47.66
6805,Town of Gans,8-Oct-18,41.47
6805,Town of Gans,13-Nov-18,51.22
6805,Town of Gans,11-Dec-18,46.83
6805,Town of Gans,10-Jan-19,45.45
6805,Town of Gans,11-Feb-19,46.16
6805,Town of Gans,11-Mar-19,37.75
6805,Town of Gans,9-Apr-19,45.53
6805,Town of Gans,10-May-19,38.26
6805,Town of Gans,11-Jun-19,56.56
6810,Town of Gore,10-Jul-18,154.78
6810,Town of Gore,10-Aug-18,152.49
6810,Town of Gore,11-Sep-18,149.77
6810,Town of Gore,8-Oct-18,130.31
6810,Town of Gore,13-Nov-18,160.95
6810,Town of Gore,11-Dec-18,147.17
6810,Town of Gore,10-Jan-19,142.81
6810,Town of Gore,11-Feb-19,145.04
6810,Town of Gore,11-Mar-19,118.63
6810,Town of Gore,9-Apr-19,143.07
6810,Town of Gore,10-May-19,120.24
6810,Town of Gore,11-Jun-19,177.73
6815,Town of Marble City,10-Jul-18,40.77
6815,Town of Marble City,10-Aug-18,40.17
6815,Town of Marble City,11-Sep-18,39.45
6815,Town of Marble City,8-Oct-18,34.33
6815,Town of Marble City,13-Nov-18,42.40
6815,Town of Marble City,11-Dec-18,38.77
6815,Town of Marble City,10-Jan-19,37.62
6815,Town of Marble City,11-Feb-19,38.21
6815,Town of Marble City,11-Mar-19,31.25
6815,Town of Marble City,9-Apr-19,37.69
6815,Town of Marble City,10-May-19,31.68
6815,Town of Marble City,11-Jun-19,46.82
6820,Town of Moffett,10-Jul-18,19.41
6820,Town of Moffett,10-Aug-18,19.12
6820,Town of Moffett,11-Sep-18,18.78
6820,Town of Moffett,8-Oct-18,16.34
6820,Town of Moffett,13-Nov-18,20.18
6820,Town of Moffett,11-Dec-18,18.45
6820,Town of Moffett,10-Jan-19,17.91
6820,Town of Moffett,11-Feb-19,18.19
6820,Town of Moffett,11-Mar-19,14.88
6820,Town of Moffett,9-Apr-19,17.94
6820,Town of Moffett,10-May-19,15.08
6820,Town of Moffett,11-Jun-19,22.29
6825,Town of Muldrow,10-Jul-18,527.46
6825,Town of Muldrow,10-Aug-18,519.66
6825,Town of Muldrow,11-Sep-18,510.38
6825,Town of Muldrow,8-Oct-18,444.06
6825,Town of Muldrow,13-Nov-18,548.48
6825,Town of Muldrow,11-Dec-18,501.53
6825,Town of Muldrow,10-Jan-19,486.68
6825,Town of Muldrow,11-Feb-19,494.26
6825,Town of Muldrow,11-Mar-19,404.28
6825,Town of Muldrow,9-Apr-19,487.55
6825,Town of Muldrow,10-May-19,409.75
6825,Town of Muldrow,11-Jun-19,605.67
6827,Town of Paradise Hill,10-Jul-18,13.54
6827,Town of Paradise Hill,10-Aug-18,13.34
6827,Town of Paradise Hill,11-Sep-18,13.10
6827,Town of Paradise Hill,8-Oct-18,11.40
6827,Town of Paradise Hill,13-Nov-18,14.08
6827,Town of Paradise Hill,11-Dec-18,12.87
6827,Town of Paradise Hill,10-Jan-19,12.49
6827,Town of Paradise Hill,11-Feb-19,12.69
6827,Town of Paradise Hill,11-Mar-19,10.38
6827,Town of Paradise Hill,9-Apr-19,12.51
6827,Town of Paradise Hill,10-May-19,10.52
6827,Town of Paradise Hill,11-Jun-19,15.54
6830,Town of Roland,10-Jul-18,605.25
6830,Town of Roland,10-Aug-18,596.31
6830,Town of Roland,11-Sep-18,585.66
6830,Town of Roland,8-Oct-18,509.56
6830,Town of Roland,13-Nov-18,629.38
6830,Town of Roland,11-Dec-18,575.50
6830,Town of Roland,10-Jan-19,558.46
6830,Town of Roland,11-Feb-19,567.17
6830,Town of Roland,11-Mar-19,463.91
6830,Town of Roland,9-Apr-19,559.46
6830,Town of Roland,10-May-19,470.19
6830,Town of Roland,11-Jun-19,695.00
6835,City of Sallisaw,10-Jul-18,"1,384.53"
6835,City of Sallisaw,10-Aug-18,"1,364.08"
6835,City of Sallisaw,11-Sep-18,"1,339.72"
6835,City of Sallisaw,8-Oct-18,"1,165.63"
6835,City of Sallisaw,13-Nov-18,"1,439.72"
6835,City of Sallisaw,11-Dec-18,"1,316.47"
6835,City of Sallisaw,10-Jan-19,"1,277.49"
6835,City of Sallisaw,11-Feb-19,"1,297.40"
6835,City of Sallisaw,11-Mar-19,"1,061.20"
6835,City of Sallisaw,9-Apr-19,"1,279.78"
6835,City of Sallisaw,10-May-19,"1,075.57"
6835,City of Sallisaw,11-Jun-19,"1,589.83"
6840,Town of Vian,10-Jul-18,224.26
6840,Town of Vian,10-Aug-18,220.95
6840,Town of Vian,11-Sep-18,217.00
6840,Town of Vian,8-Oct-18,188.80
6840,Town of Vian,13-Nov-18,233.20
6840,Town of Vian,11-Dec-18,213.23
6840,Town of Vian,10-Jan-19,206.92
6840,Town of Vian,11-Feb-19,210.15
6840,Town of Vian,11-Mar-19,171.89
6840,Town of Vian,9-Apr-19,207.29
6840,Town of Vian,10-May-19,174.22
6840,Town of Vian,11-Jun-19,257.51
6905,City of Comanche,10-Jul-18,255.57
6905,City of Comanche,10-Aug-18,251.80
6905,City of Comanche,11-Sep-18,247.30
6905,City of Comanche,8-Oct-18,215.17
6905,City of Comanche,13-Nov-18,265.76
6905,City of Comanche,11-Dec-18,243.01
6905,City of Comanche,10-Jan-19,235.81
6905,City of Comanche,11-Feb-19,239.49
6905,City of Comanche,11-Mar-19,195.89
6905,City of Comanche,9-Apr-19,236.24
6905,City of Comanche,10-May-19,198.54
6905,City of Comanche,11-Jun-19,293.47
6906,Town of Bray,10-Jul-18,191.97
6906,Town of Bray,10-Aug-18,189.13
6906,Town of Bray,11-Sep-18,185.75
6906,Town of Bray,8-Oct-18,161.61
6906,Town of Bray,13-Nov-18,199.62
6906,Town of Bray,11-Dec-18,182.53
6906,Town of Bray,10-Jan-19,177.12
6906,Town of Bray,11-Feb-19,179.89
6906,Town of Bray,11-Mar-19,147.13
6906,Town of Bray,9-Apr-19,177.44
6906,Town of Bray,10-May-19,149.13
6906,Town of Bray,11-Jun-19,220.43
6908,Town of Central High,10-Jul-18,190.66
6908,Town of Central High,10-Aug-18,187.84
6908,Town of Central High,11-Sep-18,184.49
6908,Town of Central High,8-Oct-18,160.52
6908,Town of Central High,13-Nov-18,198.26
6908,Town of Central High,11-Dec-18,181.29
6908,Town of Central High,10-Jan-19,175.92
6908,Town of Central High,11-Feb-19,178.66
6908,Town of Central High,11-Mar-19,146.13
6908,Town of Central High,9-Apr-19,176.24
6908,Town of Central High,10-May-19,148.11
6908,Town of Central High,11-Jun-19,218.93
6910,City of Duncan,10-Jul-18,"3,667.08"
6910,City of Duncan,10-Aug-18,"3,612.91"
6910,City of Duncan,11-Sep-18,"3,548.38"
6910,City of Duncan,8-Oct-18,"3,087.29"
6910,City of Duncan,13-Nov-18,"3,813.25"
6910,City of Duncan,11-Dec-18,"3,486.80"
6910,City of Duncan,10-Jan-19,"3,383.56"
6910,City of Duncan,11-Feb-19,"3,436.31"
6910,City of Duncan,11-Mar-19,"2,810.69"
6910,City of Duncan,9-Apr-19,"3,389.64"
6910,City of Duncan,10-May-19,"2,848.77"
6910,City of Duncan,11-Jun-19,"4,210.82"
6911,Town of Empire City,10-Jul-18,147.44
6911,Town of Empire City,10-Aug-18,145.26
6911,Town of Empire City,11-Sep-18,142.67
6911,Town of Empire City,8-Oct-18,124.13
6911,Town of Empire City,13-Nov-18,153.32
6911,Town of Empire City,11-Dec-18,140.19
6911,Town of Empire City,10-Jan-19,136.04
6911,Town of Empire City,11-Feb-19,138.16
6911,Town of Empire City,11-Mar-19,113.01
6911,Town of Empire City,9-Apr-19,136.29
6911,Town of Empire City,10-May-19,114.54
6911,Town of Empire City,11-Jun-19,169.30
6915,City of Loco,10-Jul-18,19.08
6915,City of Loco,10-Aug-18,18.80
6915,City of Loco,11-Sep-18,18.46
6915,City of Loco,8-Oct-18,16.07
6915,City of Loco,13-Nov-18,19.84
6915,City of Loco,11-Dec-18,18.14
6915,City of Loco,10-Jan-19,17.61
6915,City of Loco,11-Feb-19,17.88
6915,City of Loco,11-Mar-19,14.63
6915,City of Loco,9-Apr-19,17.64
6915,City of Loco,10-May-19,14.82
6915,City of Loco,11-Jun-19,21.91
6920,City of Marlow,10-Jul-18,724.31
6920,City of Marlow,10-Aug-18,713.62
6920,City of Marlow,11-Sep-18,700.87
6920,City of Marlow,8-Oct-18,609.80
6920,City of Marlow,13-Nov-18,753.19
6920,City of Marlow,11-Dec-18,688.71
6920,City of Marlow,10-Jan-19,668.32
6920,City of Marlow,11-Feb-19,678.73
6920,City of Marlow,11-Mar-19,555.16
6920,City of Marlow,9-Apr-19,669.52
6920,City of Marlow,10-May-19,562.68
6920,City of Marlow,11-Jun-19,831.71
6925,Town of Velma,10-Jul-18,97.70
6925,Town of Velma,10-Aug-18,96.25
6925,Town of Velma,11-Sep-18,94.53
6925,Town of Velma,8-Oct-18,82.25
6925,Town of Velma,13-Nov-18,101.59
6925,Town of Velma,11-Dec-18,92.89
6925,Town of Velma,10-Jan-19,90.14
6925,Town of Velma,11-Feb-19,91.55
6925,Town of Velma,11-Mar-19,74.88
6925,Town of Velma,9-Apr-19,90.30
6925,Town of Velma,10-May-19,75.89
6925,Town of Velma,11-Jun-19,112.18
7005,Town of Goodwell,10-Jul-18,213.00
7005,Town of Goodwell,10-Aug-18,209.86
7005,Town of Goodwell,11-Sep-18,206.11
7005,Town of Goodwell,8-Oct-18,179.33
7005,Town of Goodwell,13-Nov-18,221.50
7005,Town of Goodwell,11-Dec-18,202.53
7005,Town of Goodwell,10-Jan-19,196.54
7005,Town of Goodwell,11-Feb-19,199.60
7005,Town of Goodwell,11-Mar-19,163.26
7005,Town of Goodwell,9-Apr-19,196.89
7005,Town of Goodwell,10-May-19,165.47
7005,Town of Goodwell,11-Jun-19,244.59
7010,City of Guymon,10-Jul-18,"1,882.96"
7010,City of Guymon,10-Aug-18,"1,855.14"
7010,City of Guymon,11-Sep-18,"1,822.01"
7010,City of Guymon,8-Oct-18,"1,585.25"
7010,City of Guymon,13-Nov-18,"1,958.01"
7010,City of Guymon,11-Dec-18,"1,790.39"
7010,City of Guymon,10-Jan-19,"1,737.38"
7010,City of Guymon,11-Feb-19,"1,764.46"
7010,City of Guymon,11-Mar-19,"1,443.22"
7010,City of Guymon,9-Apr-19,"1,740.50"
7010,City of Guymon,10-May-19,"1,462.78"
7010,City of Guymon,11-Jun-19,"2,162.16"
